Order_ID,Order_Date,Customer_ID,City,Restaurant,Food_Category,Quantity,Price,Discount,Delivery_Fee,Payment_Method,Order_Status,Rating,Total_Amount
ORD02539,2025-07-14,CUST0114,Mumbai,Coastal Kitchen,South Indian,2,185.94,71.43,20,Wallet,Returned,3.7,320.45
ORD02021,2025-07-14,CUST0314,Bengaluru,Garden Kitchen,South Indian,4,193.22,64.47,30,Wallet,Delivered,4.3,738.41
ORD01846,2025-07-14,CUST0704,Hyderabad,Nawab Kitchen,South Indian,1,224.48,6.99,30,UPI,Delivered,3.9,247.49
ORD01349,2025-07-14,CUST0476,Delhi,Capital Bites,Desserts,2,147.54,50.29,40,Credit Card,Cancelled,3.6,284.79
ORD02877,2025-07-14,CUST0662,Delhi,Punjabi Rasoi,Biryani,1,335.58,27.49,30,UPI,Delivered,4.9,338.09
ORD01111,2025-07-14,CUST0777,Kochi,Coconut Cafe,Burgers,1,207.8,2.85,20,UPI,Delivered,,224.95
ORD02980,2025-07-14,CUST0516,Delhi,Capital Bites,Biryani,2,255.88,58.19,60,UPI,Cancelled,3.1,513.57
ORD02982,2025-07-14,CUST0526,Delhi,Punjabi Rasoi,Biryani,1,304.35,13.25,50,Cash,Delivered,5.0,341.1
ORD02324,2025-07-15,CUST0793,Chennai,Spice Hub,Chinese,2,225.51,69.09,30,UPI,Delivered,3.4,411.93
ORD00273,2025-07-15,CUST0660,Hyderabad,Deccan Delights,Desserts,2,140.91,9.47,60,Debit Card,Cancelled,3.6,332.35
ORD01760,2025-07-15,CUST0749,Chennai,Urban Tiffin,South Indian,1,180.01,7.8,60,Credit Card,Delivered,3.8,232.21
ORD00402,2025-07-15,CUST0566,Chennai,Dosa House,South Indian,2,193.48,31.34,30,Credit Card,Delivered,3.5,385.62
ORD00633,2025-07-15,CUST0735,Pune,Pune Pantry,Pizza,1,341.73,54.87,60,UPI,Delivered,4.2,346.86
ORD00141,2025-07-15,CUST0739,Delhi,Capital Bites,Desserts,1,122.51,23.8,30,UPI,Delivered,4.1,128.71
ORD00113,2025-07-15,CUST0472,Mumbai,Coastal Kitchen,South Indian,1,235.57,25.76,40,UPI,Cancelled,4.3,249.81
ORD00680,2025-07-15,CUST0029,Bengaluru,Bengaluru Bowl,South Indian,1,178.6,33.42,20,Wallet,Cancelled,4.4,165.18
ORD00214,2025-07-16,CUST0664,Delhi,Punjabi Rasoi,North Indian,1,406.06,54.76,40,Debit Card,Cancelled,3.6,391.3
ORD02100,2025-07-16,CUST0100,Chennai,Spice Hub,Biryani,1,223.39,14.43,30,UPI,Delivered,4.7,238.96
ORD02670,2025-07-16,CUST0628,Mumbai,Tandoor Tales,North Indian,3,300.4,158.4,40,UPI,Cancelled,3.4,782.8
ORD01318,2025-07-16,CUST0670,Chennai,Chennai Bites,South Indian,2,146.67,31.06,40,UPI,Delivered,4.4,302.28
ORD02605,2025-07-16,CUST0482,Mumbai,Coastal Kitchen,Healthy Food,1,348.41,6.22,40,UPI,Delivered,4.0,382.19
ORD02122,2025-07-16,CUST0028,Pune,Pune Pantry,South Indian,1,197.49,13.03,20,Credit Card,Cancelled,,204.46
ORD01534,2025-07-16,CUST0478,Hyderabad,Biryani Point,Burgers,2,237.62,80.81,40,Wallet,Delivered,4.1,434.43
ORD02739,2025-07-16,CUST0393,Kochi,Coconut Cafe,Biryani,3,397.97,144.66,20,UPI,Delivered,4.8,1069.25
ORD00027,2025-07-17,CUST0277,Bengaluru,Bengaluru Bowl,South Indian,1,135.91,22.4,30,UPI,Returned,,143.51
ORD00050,2025-07-17,CUST0647,Hyderabad,Nawab Kitchen,North Indian,3,300.74,89.79,60,Wallet,Delivered,3.7,872.43
ORD00157,2025-07-17,CUST0691,Kochi,Malabar Bites,Pizza,2,419.49,50.37,30,UPI,Cancelled,2.4,818.61
ORD02678,2025-07-17,CUST0526,Mumbai,Tandoor Tales,Burgers,4,233.98,166.79,40,Debit Card,Returned,4.7,809.13
ORD00032,2025-07-17,CUST0253,Chennai,Spice Hub,South Indian,1,150.72,29.02,30,UPI,Delivered,4.0,151.7
ORD00961,2025-07-17,CUST0008,Delhi,Punjabi Rasoi,Biryani,1,231.82,6.76,20,Debit Card,Cancelled,4.6,245.06
ORD01443,2025-07-17,CUST0075,Kolkata,Bengal Feast,Chinese,3,226.51,14.9,30,UPI,Cancelled,3.4,694.63
ORD02970,2025-07-18,CUST0405,Delhi,Punjabi Rasoi,South Indian,2,195.09,35.15,40,Credit Card,Delivered,4.7,395.03
ORD01328,2025-07-18,CUST0769,Bengaluru,South Spice,Biryani,4,312.63,242.42,30,Debit Card,Delivered,3.7,1038.1
ORD01135,2025-07-18,CUST0725,Hyderabad,Biryani Point,Biryani,1,388.45,61.94,20,UPI,Delivered,3.1,346.51
ORD01900,2025-07-18,CUST0163,Delhi,Delhi Zaika,South Indian,2,186.95,15.75,30,Wallet,Delivered,4.1,388.15
ORD00123,2025-07-18,CUST0773,Hyderabad,Hyderabad House,Healthy Food,1,268.8,19.15,50,Cash,Delivered,4.1,299.65
ORD02592,2025-07-19,CUST0289,Delhi,Street Feast,North Indian,1,196.47,35.63,20,UPI,Delivered,4.2,180.84
ORD02470,2025-07-19,CUST0776,Hyderabad,Nawab Kitchen,Healthy Food,3,437.95,5.12,50,UPI,Delivered,4.2,1358.73
ORD02356,2025-07-19,CUST0351,Kolkata,East Spice,North Indian,3,277.0,38.61,30,Wallet,Delivered,4.3,822.39
ORD02427,2025-07-20,CUST0441,Kochi,Kerala Kitchen,Biryani,1,293.02,23.74,40,UPI,Delivered,4.1,309.28
ORD01965,2025-07-20,CUST0691,Chennai,Chennai Bites,North Indian,1,308.04,1.25,20,Credit Card,Cancelled,3.1,326.79
ORD00982,2025-07-20,CUST0003,Kolkata,Biryani Corner,Chinese,1,289.93,11.22,40,Credit Card,Returned,3.7,318.71
ORD01827,2025-07-20,CUST0222,Delhi,Punjabi Rasoi,Healthy Food,1,349.39,4.05,30,Debit Card,Delivered,3.2,375.34
ORD00429,2025-07-20,CUST0020,Chennai,Dosa House,South Indian,1,206.07,32.7,20,UPI,Delivered,4.0,193.37
ORD02314,2025-07-20,CUST0498,Kolkata,Bengal Feast,North Indian,3,340.56,87.81,30,UPI,Delivered,3.3,963.87
ORD00682,2025-07-20,CUST0422,Kolkata,East Spice,Burgers,2,342.52,56.66,30,Debit Card,Delivered,4.2,658.38
ORD00840,2025-07-20,CUST0772,Delhi,Delhi Zaika,South Indian,2,196.79,78.68,20,UPI,Delivered,4.3,334.9
ORD00321,2025-07-20,CUST0104,Chennai,Urban Tiffin,South Indian,1,221.88,2.21,40,Debit Card,Delivered,4.5,259.67
ORD00576,2025-07-20,CUST0090,Hyderabad,Nawab Kitchen,Pizza,1,450.01,52.38,20,UPI,Delivered,4.5,417.63
ORD02728,2025-07-20,CUST0436,Chennai,Urban Tiffin,Burgers,1,196.77,36.57,20,Credit Card,Delivered,4.4,180.2
ORD00375,2025-07-20,CUST0220,Mumbai,Coastal Kitchen,Pizza,1,355.69,61.92,20,UPI,Delivered,4.2,313.77
ORD02758,2025-07-21,CUST0173,Mumbai,Mumbai Masala,Healthy Food,1,313.99,27.71,20,UPI,Delivered,3.6,306.28
ORD01414,2025-07-21,CUST0593,Pune,Marathi Meals,Chinese,1,154.01,3.06,50,Wallet,Delivered,4.2,200.95
ORD01558,2025-07-21,CUST0466,Bengaluru,Bengaluru Bowl,Pizza,1,371.07,6.21,30,Cash,Delivered,4.7,394.86
ORD02789,2025-07-21,CUST0540,Pune,Deccan Kitchen,Biryani,1,270.86,34.96,20,UPI,Delivered,4.3,255.9
ORD01552,2025-07-21,CUST0727,Hyderabad,Deccan Delights,North Indian,1,347.41,53.57,60,UPI,Delivered,4.3,353.84
ORD00641,2025-07-21,CUST0396,Kolkata,Kolkata Kitchen,Burgers,1,173.0,6.57,60,UPI,Delivered,3.9,226.43
ORD01179,2025-07-21,CUST0231,Bengaluru,South Spice,Chinese,4,220.47,97.27,50,Debit Card,Cancelled,3.9,834.61
ORD01749,2025-07-21,CUST0040,Mumbai,Bombay Bites,South Indian,1,139.5,19.75,30,UPI,Delivered,4.0,149.75
ORD00569,2025-07-21,CUST0607,Kochi,Coconut Cafe,Chinese,1,269.76,26.3,30,Credit Card,Cancelled,4.4,273.46
ORD02429,2025-07-21,CUST0770,Kolkata,Kolkata Kitchen,Healthy Food,2,241.98,94.06,50,Credit Card,Delivered,3.4,439.9
ORD01670,2025-07-22,CUST0062,Bengaluru,Tech Tadka,Burgers,2,210.32,7.91,40,Credit Card,Delivered,4.6,452.73
ORD00768,2025-07-22,CUST0348,Mumbai,Bombay Bites,North Indian,1,324.68,57.88,50,UPI,Returned,4.1,316.8
ORD00396,2025-07-22,CUST0256,Hyderabad,Biryani Point,South Indian,1,163.27,26.56,20,UPI,Delivered,3.6,156.71
ORD02134,2025-07-22,CUST0395,Delhi,Punjabi Rasoi,Desserts,1,180.28,24.37,20,Credit Card,Cancelled,4.1,175.91
ORD01309,2025-07-22,CUST0327,Bengaluru,Tech Tadka,Desserts,1,143.45,28.11,30,UPI,Delivered,4.4,145.34
ORD00120,2025-07-22,CUST0419,Delhi,Street Feast,Burgers,1,225.69,22.13,30,Debit Card,Delivered,,233.56
ORD02593,2025-07-22,CUST0164,Mumbai,Bombay Bites,South Indian,4,195.54,134.39,50,Debit Card,Delivered,3.3,697.77
ORD01569,2025-07-23,CUST0711,Kolkata,Biryani Corner,North Indian,1,358.07,31.02,40,Credit Card,Delivered,4.1,367.05
ORD00649,2025-07-23,CUST0039,Kolkata,Biryani Corner,Burgers,2,329.57,48.32,40,UPI,Delivered,4.2,650.82
ORD01917,2025-07-23,CUST0027,Pune,Deccan Kitchen,Burgers,1,180.2,20.1,30,Wallet,Delivered,5.0,190.1
ORD02039,2025-07-23,CUST0685,Chennai,Spice Hub,Biryani,1,371.55,19.76,20,UPI,Delivered,2.9,371.79
ORD00929,2025-07-23,CUST0403,Pune,Cafe Central,Biryani,2,304.07,34.46,30,Credit Card,Delivered,4.3,603.68
ORD02004,2025-07-23,CUST0416,Pune,Cafe Central,South Indian,1,138.77,19.59,30,UPI,Delivered,3.6,149.18
ORD01495,2025-07-23,CUST0623,Pune,Cafe Central,North Indian,1,257.91,24.03,20,Debit Card,Delivered,4.1,253.88
ORD00810,2025-07-23,CUST0217,Hyderabad,Deccan Delights,Biryani,1,261.82,19.23,50,Debit Card,Delivered,4.1,292.59
ORD00100,2025-07-24,CUST0217,Mumbai,Bombay Bites,Healthy Food,2,326.99,12.45,30,UPI,Delivered,3.6,671.53
ORD01729,2025-07-24,CUST0521,Bengaluru,Garden Kitchen,Healthy Food,1,308.72,4.13,50,Debit Card,Delivered,3.9,354.59
ORD01115,2025-07-24,CUST0095,Hyderabad,Hyderabad House,Biryani,3,227.51,14.06,40,Cash,Delivered,3.7,708.47
ORD02618,2025-07-24,CUST0532,Chennai,Dosa House,Chinese,2,231.34,11.78,40,UPI,Delivered,3.0,490.9
ORD00917,2025-07-24,CUST0520,Hyderabad,Deccan Delights,Chinese,1,211.3,0.62,20,Wallet,Delivered,4.2,230.68
ORD01854,2025-07-24,CUST0460,Pune,Pune Pantry,South Indian,1,197.15,22.11,30,Debit Card,Delivered,4.0,205.04
ORD02388,2025-07-24,CUST0682,Bengaluru,Tech Tadka,South Indian,1,171.22,30.31,30,Cash,Cancelled,4.1,170.91
ORD02803,2025-07-25,CUST0220,Kochi,Coconut Cafe,Pizza,1,289.11,3.96,30,Debit Card,Delivered,4.2,315.15
ORD02362,2025-07-25,CUST0312,Bengaluru,South Spice,Desserts,1,96.37,10.73,20,Debit Card,Delivered,4.1,105.64
ORD01400,2025-07-25,CUST0707,Kochi,Coastal Treats,South Indian,2,199.47,74.59,30,UPI,Delivered,5.0,354.35
ORD01901,2025-07-25,CUST0793,Delhi,Delhi Zaika,Biryani,1,360.28,53.24,20,UPI,Cancelled,4.5,327.04
ORD01831,2025-07-25,CUST0484,Chennai,Chennai Bites,Pizza,1,363.41,25.94,30,UPI,Cancelled,4.4,367.47
ORD00379,2025-07-25,CUST0373,Delhi,Street Feast,Chinese,1,300.43,46.08,20,Debit Card,Delivered,3.6,274.35
ORD01942,2025-07-25,CUST0584,Pune,Pune Pantry,Burgers,1,239.98,8.76,30,UPI,Delivered,3.7,261.22
ORD01507,2025-07-25,CUST0739,Bengaluru,Garden Kitchen,Chinese,2,242.09,57.79,20,UPI,Delivered,4.5,446.39
ORD01290,2025-07-25,CUST0177,Bengaluru,Tech Tadka,North Indian,1,216.43,15.66,40,Debit Card,Delivered,4.8,240.77
ORD01739,2025-07-26,CUST0251,Chennai,Dosa House,Pizza,1,298.25,19.02,30,UPI,Delivered,3.3,309.23
ORD01597,2025-07-26,CUST0098,Bengaluru,Garden Kitchen,South Indian,2,162.73,33.86,20,UPI,Delivered,4.5,311.6
ORD02033,2025-07-26,CUST0243,Delhi,Street Feast,South Indian,2,215.46,70.34,30,Credit Card,Delivered,4.2,390.58
ORD01962,2025-07-26,CUST0392,Delhi,Delhi Zaika,South Indian,2,120.17,24.62,30,Debit Card,Delivered,4.7,245.72
ORD02164,2025-07-26,CUST0620,Bengaluru,Tech Tadka,Burgers,1,245.47,13.76,30,Credit Card,Cancelled,3.7,261.71
ORD00345,2025-07-26,CUST0688,Chennai,Spice Hub,Healthy Food,1,411.95,19.71,20,Cash,Delivered,3.8,412.24
ORD02216,2025-07-26,CUST0358,Hyderabad,Hyderabad House,Chinese,1,207.1,17.04,30,UPI,Delivered,4.8,220.06
ORD02094,2025-07-26,CUST0530,Kolkata,Bengal Feast,Chinese,1,187.61,16.22,40,Credit Card,Delivered,3.7,211.39
ORD02007,2025-07-26,CUST0716,Bengaluru,Tech Tadka,North Indian,2,396.9,74.6,30,UPI,Delivered,4.5,749.2
ORD01882,2025-07-26,CUST0539,Chennai,Urban Tiffin,Chinese,1,364.91,56.17,40,UPI,Delivered,3.4,348.74
ORD02442,2025-07-27,CUST0302,Kochi,Coastal Treats,Biryani,1,232.58,24.31,60,Debit Card,Delivered,4.3,268.27
ORD02099,2025-07-27,CUST0520,Delhi,Capital Bites,South Indian,2,173.37,61.73,30,Credit Card,Delivered,4.5,315.01
ORD01575,2025-07-27,CUST0782,Mumbai,Tandoor Tales,South Indian,1,150.75,19.54,30,Cash,Delivered,4.5,161.21
ORD02519,2025-07-27,CUST0364,Kochi,Coastal Treats,Biryani,1,275.24,20.93,40,UPI,Delivered,4.6,294.31
ORD00798,2025-07-27,CUST0251,Bengaluru,South Spice,Biryani,1,307.49,18.63,20,Credit Card,Delivered,5.0,308.86
ORD02354,2025-07-27,CUST0459,Hyderabad,Nawab Kitchen,North Indian,3,263.14,48.36,50,UPI,Delivered,3.5,791.06
ORD02313,2025-07-27,CUST0326,Delhi,Punjabi Rasoi,Pizza,1,374.58,8.7,30,UPI,Delivered,4.2,395.88
ORD02712,2025-07-27,CUST0308,Bengaluru,Tech Tadka,Pizza,1,354.03,19.27,30,UPI,Delivered,4.5,364.76
ORD02862,2025-07-27,CUST0530,Hyderabad,Hyderabad House,North Indian,1,400.45,75.35,20,Credit Card,Delivered,5.0,345.1
ORD02644,2025-07-27,CUST0149,Chennai,Urban Tiffin,Healthy Food,1,349.59,59.3,30,Debit Card,Delivered,4.2,320.29
ORD01095,2025-07-27,CUST0259,Delhi,Delhi Zaika,North Indian,2,278.7,110.77,40,UPI,Delivered,3.2,486.63
ORD00939,2025-07-28,CUST0233,Hyderabad,Nawab Kitchen,Desserts,1,146.67,2.73,50,UPI,Delivered,3.8,193.94
ORD02963,2025-07-28,CUST0132,Mumbai,Bombay Bites,Chinese,3,293.65,146.0,30,Debit Card,Delivered,3.8,764.95
ORD02191,2025-07-28,CUST0217,Kolkata,Biryani Corner,Healthy Food,2,250.89,76.76,40,UPI,Delivered,5.0,465.02
ORD02640,2025-07-28,CUST0463,Pune,Deccan Kitchen,North Indian,1,320.78,32.96,40,Cash,Delivered,3.9,327.82
ORD01972,2025-07-28,CUST0463,Pune,Deccan Kitchen,Biryani,2,258.71,11.51,30,UPI,Delivered,4.1,535.91
ORD02819,2025-07-28,CUST0190,Kolkata,Bengal Feast,South Indian,4,186.33,22.99,20,Credit Card,Delivered,3.8,742.33
ORD02158,2025-07-28,CUST0497,Bengaluru,Tech Tadka,Chinese,3,283.38,159.48,20,UPI,Delivered,4.1,710.66
ORD01695,2025-07-28,CUST0047,Chennai,Urban Tiffin,Chinese,1,305.22,0.8,40,Debit Card,Delivered,4.0,344.42
ORD01820,2025-07-28,CUST0455,Delhi,Capital Bites,South Indian,2,207.77,62.8,50,UPI,Delivered,3.6,402.74
ORD01190,2025-07-28,CUST0522,Mumbai,Mumbai Masala,Pizza,1,370.77,72.97,40,Cash,Delivered,4.4,337.8
ORD02140,2025-07-29,CUST0605,Pune,Cafe Central,Desserts,1,110.17,1.01,60,Wallet,Delivered,3.4,169.16
ORD01512,2025-07-29,CUST0482,Kochi,Malabar Bites,Desserts,1,166.56,17.86,30,Debit Card,Delivered,3.8,178.7
ORD01177,2025-07-29,CUST0289,Kolkata,East Spice,Desserts,2,135.35,37.02,40,UPI,Delivered,4.4,273.68
ORD00573,2025-07-29,CUST0754,Kolkata,East Spice,Chinese,1,263.8,39.47,40,Debit Card,Delivered,4.1,264.33
ORD01002,2025-07-29,CUST0126,Bengaluru,Bengaluru Bowl,South Indian,1,213.57,19.08,20,Credit Card,Delivered,4.8,214.49
ORD02515,2025-07-29,CUST0104,Pune,Cafe Central,Biryani,1,152.97,23.31,30,Credit Card,Delivered,4.2,159.66
ORD02409,2025-07-29,CUST0561,Mumbai,Coastal Kitchen,Chinese,2,219.99,11.79,20,Credit Card,Delivered,4.3,448.19
ORD00472,2025-07-29,CUST0106,Mumbai,Tandoor Tales,Pizza,1,513.15,4.17,40,Cash,Cancelled,5.0,548.98
ORD00228,2025-07-29,CUST0387,Bengaluru,Tech Tadka,Chinese,1,265.05,35.48,20,Cash,Delivered,3.6,249.57
ORD00346,2025-07-29,CUST0460,Mumbai,Tandoor Tales,South Indian,3,172.58,32.18,50,UPI,Delivered,4.1,535.56
ORD02116,2025-07-30,CUST0504,Kochi,Malabar Bites,Biryani,3,303.58,129.2,30,Cash,Delivered,4.2,811.54
ORD00281,2025-07-30,CUST0489,Kolkata,Kolkata Kitchen,Burgers,1,229.95,19.6,50,Wallet,Delivered,4.3,260.35
ORD02317,2025-07-30,CUST0021,Delhi,Street Feast,Burgers,1,210.34,3.39,40,Wallet,Delivered,4.7,246.95
ORD01974,2025-07-30,CUST0310,Pune,Deccan Kitchen,Chinese,2,244.81,94.66,40,Credit Card,Delivered,4.2,434.96
ORD00985,2025-07-30,CUST0363,Kolkata,Biryani Corner,Healthy Food,3,208.95,18.38,40,Credit Card,Delivered,3.8,648.47
ORD02535,2025-07-30,CUST0509,Hyderabad,Nawab Kitchen,Desserts,4,149.66,18.68,60,UPI,Delivered,4.1,639.96
ORD02208,2025-07-31,CUST0746,Pune,Pune Pantry,South Indian,1,121.89,21.43,20,Debit Card,Delivered,3.7,120.46
ORD01657,2025-07-31,CUST0585,Delhi,Punjabi Rasoi,South Indian,1,169.66,30.07,40,UPI,Delivered,4.7,179.59
ORD01383,2025-07-31,CUST0330,Delhi,Punjabi Rasoi,Burgers,1,192.76,25.84,40,Credit Card,Delivered,4.2,206.92
ORD00315,2025-07-31,CUST0673,Kochi,Malabar Bites,Desserts,2,146.76,13.77,40,UPI,Delivered,4.4,319.75
ORD02759,2025-07-31,CUST0467,Mumbai,Coastal Kitchen,North Indian,1,123.46,20.65,20,UPI,Delivered,4.3,122.81
ORD01787,2025-08-01,CUST0761,Bengaluru,Bengaluru Bowl,Biryani,3,380.64,12.07,50,UPI,Delivered,4.6,1179.85
ORD01407,2025-08-01,CUST0734,Delhi,Capital Bites,Biryani,1,153.59,17.33,40,Cash,Delivered,,176.26
ORD00087,2025-08-01,CUST0271,Chennai,Chennai Bites,Biryani,3,209.37,33.52,30,Debit Card,Delivered,4.6,624.59
ORD00972,2025-08-01,CUST0028,Delhi,Capital Bites,Pizza,2,389.42,142.07,20,UPI,Delivered,4.4,656.77
ORD00192,2025-08-01,CUST0348,Delhi,Capital Bites,Chinese,1,274.71,30.89,30,UPI,Delivered,3.9,273.82
ORD00285,2025-08-01,CUST0641,Chennai,Spice Hub,South Indian,1,146.03,22.06,40,Debit Card,Delivered,3.8,163.97
ORD02380,2025-08-01,CUST0220,Kochi,Malabar Bites,Healthy Food,4,482.75,80.04,40,Credit Card,Delivered,4.3,1890.96
ORD00596,2025-08-01,CUST0457,Kolkata,Biryani Corner,Biryani,1,282.77,25.93,20,UPI,Delivered,4.1,276.84
ORD02463,2025-08-01,CUST0561,Mumbai,Tandoor Tales,Pizza,1,355.38,13.93,40,UPI,Delivered,3.9,381.45
ORD00721,2025-08-02,CUST0190,Chennai,Spice Hub,Biryani,1,321.28,22.54,50,Credit Card,Delivered,3.7,348.74
ORD01107,2025-08-02,CUST0319,Mumbai,Coastal Kitchen,Pizza,1,359.9,14.01,30,UPI,Delivered,4.5,375.89
ORD01533,2025-08-02,CUST0435,Kochi,Kerala Kitchen,Chinese,2,233.3,21.11,30,UPI,Delivered,4.3,475.49
ORD00897,2025-08-02,CUST0401,Chennai,Spice Hub,Chinese,2,294.46,76.14,20,UPI,Delivered,4.1,532.78
ORD02156,2025-08-02,CUST0165,Hyderabad,Biryani Point,North Indian,2,236.87,30.11,20,UPI,Delivered,4.9,463.63
ORD00802,2025-08-02,CUST0065,Delhi,Street Feast,Biryani,1,247.9,23.77,30,Credit Card,Cancelled,3.0,254.13
ORD00470,2025-08-02,CUST0370,Delhi,Delhi Zaika,Burgers,1,259.86,25.85,30,UPI,Delivered,3.7,264.01
ORD02769,2025-08-02,CUST0043,Hyderabad,Deccan Delights,Desserts,1,155.28,5.18,30,Credit Card,Delivered,3.5,180.1
ORD02817,2025-08-02,CUST0378,Delhi,Delhi Zaika,Healthy Food,1,241.47,24.45,30,UPI,Cancelled,3.8,247.02
ORD01800,2025-08-02,CUST0718,Mumbai,Tandoor Tales,South Indian,1,222.39,32.65,30,UPI,Delivered,3.9,219.74
ORD02493,2025-08-02,CUST0453,Kolkata,East Spice,Biryani,1,243.67,47.7,50,Credit Card,Delivered,3.8,245.97
ORD02565,2025-08-02,CUST0561,Bengaluru,South Spice,Biryani,2,261.5,35.91,40,Credit Card,Delivered,4.4,527.09
ORD00194,2025-08-02,CUST0231,Kolkata,Bengal Feast,Biryani,1,312.57,46.6,20,UPI,Delivered,4.4,285.97
ORD01731,2025-08-02,CUST0040,Chennai,Dosa House,South Indian,3,167.18,11.98,50,Debit Card,Delivered,5.0,539.56
ORD00189,2025-08-02,CUST0331,Bengaluru,Garden Kitchen,North Indian,1,167.5,23.28,40,UPI,Delivered,4.3,184.22
ORD02583,2025-08-02,CUST0130,Chennai,Chennai Bites,North Indian,3,259.66,126.73,30,Credit Card,Delivered,4.7,682.25
ORD01422,2025-08-02,CUST0721,Kochi,Coastal Treats,Desserts,1,139.27,22.94,20,UPI,Delivered,4.5,136.33
ORD00937,2025-08-02,CUST0513,Kochi,Coastal Treats,Pizza,1,244.95,41.18,40,Credit Card,Delivered,4.3,243.77
ORD00547,2025-08-03,CUST0759,Bengaluru,Bengaluru Bowl,Pizza,3,348.16,114.3,30,UPI,Delivered,4.3,960.18
ORD01544,2025-08-03,CUST0012,Mumbai,Coastal Kitchen,Burgers,1,141.58,24.49,30,UPI,Delivered,4.6,147.09
ORD01983,2025-08-03,CUST0745,Mumbai,Mumbai Masala,North Indian,1,297.99,10.71,50,Credit Card,Delivered,4.5,337.28
ORD02796,2025-08-03,CUST0352,Mumbai,Mumbai Masala,Healthy Food,1,428.61,62.42,50,UPI,Delivered,4.6,416.19
ORD01542,2025-08-03,CUST0569,Delhi,Punjabi Rasoi,Healthy Food,1,326.17,58.77,40,Credit Card,Delivered,5.0,307.4
ORD02203,2025-08-03,CUST0151,Bengaluru,South Spice,Chinese,2,246.36,32.09,40,UPI,Delivered,3.8,500.63
ORD00879,2025-08-03,CUST0798,Mumbai,Tandoor Tales,South Indian,2,159.24,16.24,30,Wallet,Delivered,4.3,332.24
ORD00370,2025-08-03,CUST0192,Delhi,Capital Bites,Burgers,2,217.98,19.92,20,Credit Card,Delivered,4.7,436.04
ORD01017,2025-08-04,CUST0470,Mumbai,Mumbai Masala,Healthy Food,1,385.98,36.75,30,Cash,Delivered,4.6,379.23
ORD02238,2025-08-04,CUST0654,Mumbai,Coastal Kitchen,Biryani,1,272.53,44.54,30,UPI,Delivered,4.6,257.99
ORD00767,2025-08-04,CUST0122,Delhi,Street Feast,South Indian,1,253.23,39.92,30,Debit Card,Delivered,4.3,243.31
ORD01254,2025-08-04,CUST0622,Bengaluru,Bengaluru Bowl,Burgers,1,189.02,5.71,20,UPI,Delivered,,203.31
ORD00286,2025-08-04,CUST0779,Bengaluru,Bengaluru Bowl,Chinese,1,344.67,1.27,20,UPI,Delivered,4.7,363.4
ORD01151,2025-08-04,CUST0526,Mumbai,Mumbai Masala,Burgers,1,167.77,3.91,30,UPI,Delivered,4.1,193.86
ORD00432,2025-08-04,CUST0512,Hyderabad,Biryani Point,Biryani,1,378.07,59.13,20,Credit Card,Cancelled,4.3,338.94
ORD01483,2025-08-04,CUST0779,Kochi,Coconut Cafe,Pizza,2,342.1,134.17,20,Cash,Delivered,3.6,570.03
ORD01434,2025-08-05,CUST0235,Kolkata,Biryani Corner,North Indian,1,358.81,33.83,30,Cash,Delivered,2.9,354.98
ORD00099,2025-08-05,CUST0792,Kolkata,Kolkata Kitchen,Desserts,1,210.31,13.25,50,Wallet,Delivered,5.0,247.06
ORD00968,2025-08-05,CUST0056,Pune,Cafe Central,Chinese,1,158.3,30.86,40,UPI,Cancelled,3.9,167.44
ORD02056,2025-08-05,CUST0035,Kolkata,Biryani Corner,Burgers,4,192.1,10.8,40,UPI,Delivered,4.1,797.6
ORD01105,2025-08-05,CUST0596,Chennai,Dosa House,Pizza,1,307.79,14.2,20,Credit Card,Delivered,4.5,313.59
ORD02673,2025-08-05,CUST0768,Bengaluru,South Spice,North Indian,3,273.01,19.05,20,Credit Card,Delivered,4.8,819.98
ORD01118,2025-08-06,CUST0236,Kochi,Malabar Bites,Pizza,1,368.83,62.22,20,Debit Card,Delivered,4.1,326.61
ORD02010,2025-08-06,CUST0318,Pune,Deccan Kitchen,Chinese,3,308.5,85.63,20,UPI,Delivered,4.3,859.87
ORD01555,2025-08-06,CUST0710,Chennai,Dosa House,Chinese,2,223.37,73.11,20,UPI,Delivered,4.8,393.63
ORD00294,2025-08-06,CUST0144,Bengaluru,South Spice,Burgers,3,311.97,40.48,30,Debit Card,Cancelled,4.4,925.43
ORD00476,2025-08-06,CUST0120,Chennai,Spice Hub,Pizza,1,484.5,18.09,30,Credit Card,Delivered,4.3,496.41
ORD02494,2025-08-06,CUST0477,Chennai,Chennai Bites,North Indian,3,265.63,13.63,40,UPI,Delivered,4.9,823.26
ORD02309,2025-08-06,CUST0740,Pune,Deccan Kitchen,Chinese,2,243.34,29.37,30,Credit Card,Delivered,3.5,487.31
ORD00966,2025-08-06,CUST0303,Bengaluru,South Spice,Burgers,1,189.89,7.5,20,Credit Card,Delivered,4.0,202.39
ORD00134,2025-08-06,CUST0407,Delhi,Street Feast,Biryani,2,219.01,29.33,40,Wallet,Delivered,4.6,448.69
ORD01584,2025-08-07,CUST0594,Mumbai,Coastal Kitchen,South Indian,3,193.49,106.21,60,Credit Card,Delivered,3.5,534.26
ORD00773,2025-08-07,CUST0316,Mumbai,Mumbai Masala,North Indian,1,294.63,14.81,40,Wallet,Delivered,4.4,319.82
